1508783402.823899,375292.0,386899.0
1508783410.596644,375292.0,386899.0
1508783417.175776,375292.0,386899.0
1508783424.111443,375292.0,386899.0
1508783430.706559,375292.0,386899.0
1508783438.034808,375292.0,386899.0
1508783445.302344,375292.0,386899.0
1508783452.626361,375292.0,386899.0
1508783459.946538,375292.0,386899.0
1508783469.325977,375292.0,386899.0
1508783476.79116,375292.0,386899.0
1508783483.379727,375292.0,386899.0
1508783490.60168,375292.0,386899.0
1508783496.801509,375292.0,386899.0
1508783503.483411,375292.0,386899.0
1508783510.151301,375292.0,386899.0
1508783516.747549,375292.0,386899.0
1508783526.204379,375481.0,387094.0
1508783533.368043,375481.0,387094.0
1508783539.987609,375481.0,387094.0
1508783547.192283,375481.0,387094.0
1508783553.761334,375481.0,387094.0
1508783561.053068,375481.0,387094.0
1508783567.697525,375481.0,387094.0
1508783574.669636,375481.0,387094.0
1508783581.416735,375481.0,387094.0
1508783588.097319,375481.0,387094.0
1508783594.402311,375481.0,387094.0
1508783604.127007,375481.0,387094.0
1508783610.714763,375481.0,387094.0
1508783617.848967,375481.0,387094.0
1508783625.055538,375481.0,387094.0
1508783631.682199,375481.0,387094.0
1508783638.445556,375481.0,387094.0
1508783645.020947,375481.0,387094.0
1508783653.900111,375481.0,387094.0
1508783661.066465,375481.0,387094.0
1508783667.269451,375481.0,387094.0
1508783674.514578,375481.0,387094.0
1508783682.134291,375481.0,387094.0
1508783688.969778,375481.0,387094.0
1508783696.256875,375481.0,387094.0
1508783702.893408,375481.0,387094.0
1508783709.077779,375481.0,387094.0
1508783715.678759,375481.0,387094.0
1508783722.997883,375481.0,387094.0
1508783729.159975,375481.0,387094.0
1508783735.969243,375481.0,387094.0
1508783743.16464,375481.0,387094.0
1508783749.985864,375481.0,387094.0
1508783757.176152,375481.0,387094.0
1508783763.347154,375481.0,387094.0
1508783772.097271,375481.0,387094.0
1508783779.342233,375481.0,387094.0
1508783787.098626,375481.0,387094.0
1508783794.289227,375481.0,387094.0
1508783804.696599,375481.0,387094.0
1508783811.284664,375481.0,387094.0
1508783819.070374,375481.0,387094.0
1508783825.677352,375481.0,387094.0
1508783832.31241,375788.0,387410.0
1508783839.246488,375788.0,387410.0
1508783845.811442,375788.0,387410.0
1508783852.693263,375788.0,387410.0
1508783858.886997,375788.0,387410.0
1508783865.546694,375788.0,387410.0
1508783872.798191,375788.0,387410.0
1508783880.005823,375788.0,387410.0
1508783886.223819,375788.0,387410.0
1508783893.00208,375788.0,387410.0
1508783899.614312,375788.0,387410.0
1508783906.214054,375788.0,387410.0
1508783912.767011,375788.0,387410.0
1508783919.78676,375788.0,387410.0
1508783927.025753,375788.0,387410.0
1508783933.204055,375788.0,387410.0
1508783940.066471,375788.0,387410.0
1508783948.286638,375788.0,387410.0
1508783955.202214,375788.0,387410.0
1508783961.764272,375788.0,387410.0
1508783969.086759,375788.0,387410.0
1508783976.206135,375788.0,387410.0
1508783983.053071,375788.0,387410.0
1508783989.279411,375788.0,387410.0
1508783996.141559,375788.0,387410.0
1508784006.259128,375788.0,387410.0
1508784013.530816,375788.0,387410.0
1508784020.110937,375788.0,387410.0
1508784027.558489,375788.0,387410.0
1508784033.753858,375788.0,387410.0
1508784042.239459,375788.0,387410.0
1508784049.534189,375788.0,387410.0
1508784056.109795,375788.0,387410.0
1508784062.767038,375788.0,387410.0
1508784070.011323,375788.0,387410.0
1508784077.272428,375788.0,387410.0
1508784084.095759,375788.0,387410.0
1508784090.317407,375788.0,387410.0
1508784097.540331,375788.0,387410.0
1508784104.870944,375788.0,387410.0
1508784112.395634,375788.0,387410.0
1508784120.107988,375788.0,387410.0
1508784126.646575,373158.0,384699.0
1508784133.523183,373158.0,384699.0
1508784140.809319,373158.0,384699.0
1508784147.776799,373158.0,384699.0
1508784154.819216,373158.0,384699.0
1508784161.429544,373158.0,384699.0
1508784168.663607,373158.0,384699.0
1508784175.93607,373158.0,384699.0
1508784183.443143,373158.0,384699.0
1508784189.764991,373158.0,384699.0
1508784196.926548,373158.0,384699.0
1508784204.204223,373158.0,384699.0
1508784211.147608,373158.0,384699.0
1508784218.404655,373158.0,384699.0
1508784224.959911,373158.0,384699.0
1508784231.168414,373158.0,384699.0
1508784237.960527,373158.0,384699.0
1508784244.796261,373158.0,384699.0
1508784252.048454,373158.0,384699.0
1508784258.221909,373158.0,384699.0
1508784265.457372,373158.0,384699.0
1508784272.160273,373158.0,384699.0
1508784279.053312,373158.0,384699.0
1508784285.840944,373158.0,384699.0
1508784293.948179,373158.0,384699.0
1508784301.276016,373158.0,384699.0
1508784308.64393,373158.0,384699.0
1508784315.53654,373158.0,384699.0
1508784323.325703,373158.0,384699.0
1508784329.894213,373158.0,384699.0
1508784336.5759,373158.0,384699.0
1508784343.171247,373158.0,384699.0
1508784350.122372,373158.0,384699.0
1508784357.328483,373158.0,384699.0
1508784364.128622,373158.0,384699.0
1508784371.342798,373158.0,384699.0
1508784377.558368,373158.0,384699.0
1508784383.781311,373158.0,384699.0
1508784391.043343,373158.0,384699.0
1508784399.950633,373158.0,384699.0
1508784407.738434,373158.0,384699.0
1508784417.196345,373158.0,384699.0
1508784425.018432,373158.0,384699.0
1508784432.316667,374496.0,386078.0
1508784439.267793,374496.0,386078.0
1508784445.85908,374496.0,386078.0
1508784452.063098,374496.0,386078.0
1508784458.964731,374496.0,386078.0
1508784465.199405,374496.0,386078.0
1508784471.850618,374496.0,386078.0
1508784479.106402,374496.0,386078.0
1508784485.465644,374496.0,386078.0
1508784492.155856,374496.0,386078.0
1508784505.668998,374496.0,386078.0
1508784512.738247,374496.0,386078.0
1508784520.106676,374496.0,386078.0
1508784527.503159,374496.0,386078.0
1508784534.158504,374496.0,386078.0
1508784541.932585,374496.0,386078.0
1508784548.60334,374496.0,386078.0
1508784555.127331,374496.0,386078.0
1508784561.739057,374496.0,386078.0
1508784568.386041,374496.0,386078.0
1508784575.709021,374496.0,386078.0
1508784582.668105,374496.0,386078.0
1508784589.379652,374496.0,386078.0
1508784595.548769,374496.0,386078.0
1508784602.91381,374496.0,386078.0
1508784609.535851,374496.0,386078.0
1508784616.875003,374496.0,386078.0
1508784623.617632,374496.0,386078.0
1508784630.285501,374496.0,386078.0
1508784636.892182,374496.0,386078.0
1508784643.538343,374496.0,386078.0
1508784650.258017,374496.0,386078.0
